P1,4692291.978,7511944.190,615.301,
P2,4692281.308,7511964.369,615.073,
P3,4692295.754,7511981.037,614.679,
S1-P3,4692295.760,7511981.063,614.692,
S1-P2,4692281.291,7511964.368,615.035,
S1-P1,4692291.984,7511944.179,615.323,
S2-P3,4692295.762,7511981.059,614.691,
S2-P2,4692281.290,7511964.368,615.033,
S2-P1,4692291.983,7511944.179,615.323,
BASKIA1,4692291.984,7511944.179,615.323,
BASKIA2,4692281.291,7511964.368,615.034,
BASKIA3,4692295.761,7511981.061,614.692,
BBASKIA11,4692292.049,7511944.218,615.327,
C1,4692301.199,7511933.175,615.706,
C2,4692281.265,7511964.371,614.986,
C3,4692295.741,7511981.056,614.691,
ST1,4692318.995,7511962.451,608.170,
C1-1,4692301.196,7511933.169,615.665,
C2-2,4692281.272,7511964.370,615.019,
C3-3,4692295.738,7511981.062,614.699,
S1-MP-P1,4692329.897,7511894.629,639.668,
S1-MP-P2,4692365.220,7511990.887,620.737,
S1-MP-P3,4692314.728,7511996.521,625.223,
g2Pfs1,4692295.491,7511948.876,619.509,
1023,4692285.883,7511963.395,618.131,perdhese
1024,4692290.366,7511968.912,618.110,perdhese
1025,4692292.122,7511967.496,618.136,perdhese
1026,4692298.819,7511975.814,618.113,perdhese
1027,4692310.451,7511966.502,618.140,perdhese
1028,4692300.638,7511954.247,618.155,perdhese
1029,4692299.033,7511952.889,618.145,perdhese
pG1Fs1,4692324.099,7511953.599,619.666,
1030,4692306.042,7511932.146,618.060,perdhese
1031,4692302.288,7511935.219,618.137,perdhese
1032,4692304.930,7511938.504,618.185,perdhese
1033,4692300.485,7511942.176,618.160,perdhese
1034,4692297.769,7511938.819,618.126,perdhese
1035,4692297.475,7511939.055,618.127,perdhese
1036,4692298.052,7511939.804,618.156,perdhese
1037,4692294.114,7511942.975,618.159,perdhese
1038,4692296.591,7511946.083,617.962,perdhese
1039,4692297.525,7511945.259,618.156,perdhese
1040,4692300.872,7511949.525,618.146,perdhese
1041,4692298.472,7511951.304,617.926,perdhese
1042,4692318.488,7511976.128,618.133,perdhese
1043,4692332.499,7511964.967,618.156,perdhese
g1Pfs3,4692324.447,7511954.066,619.672,
g2K1Fs1,4692301.288,7511957.335,623.189,
1044,4692298.617,7511975.517,621.398,kati1
1045,4692299.075,7511975.540,621.399,kati1
1046,4692292.118,7511967.431,621.402,kati1
1047,4692290.343,7511968.869,621.394,kati1
1048,4692285.892,7511963.316,621.332,kati1
1049,4692293.494,7511957.281,621.401,kati1
1050,4692292.976,7511956.600,621.392,kati1
1051,4692298.820,7511951.923,621.332,kati1
1052,4692310.472,7511966.457,621.401,kati1
g1k1Fs1,4692326.297,7511954.170,623.241,
1054,4692334.319,7511963.270,621.394,kati1
1055,4692318.409,7511975.994,621.435,kati1
1056,4692310.616,7511966.311,621.405,kati1
1057,4692298.605,7511951.372,621.394,kati1
1058,4692300.848,7511949.573,621.387,kati1
1059,4692295.073,7511942.244,621.428,kati1
1060,4692297.468,7511940.328,621.407,kati1
1061,4692300.488,7511936.734,621.429,kati1
1062,4692308.059,7511930.610,621.455,kati1
Bass4,4692242.350,7512044.661,616.090,
g2K2fs1,4692307.338,7511968.217,626.915,
1063,4692305.320,7511970.575,625.156,kati2
1064,4692296.545,7511972.908,625.147,kati2
1065,4692291.793,7511967.718,625.149,kati2
1066,4692292.443,7511967.786,625.153,kati2
1067,4692290.369,7511968.859,625.149,kati2
1068,4692288.819,7511966.943,625.162,kati2
1069,4692286.437,7511963.988,625.158,kati2
1070,4692292.017,7511958.427,625.146,kati2
1071,4692293.462,7511957.259,625.161,kati2
1072,4692293.784,7511955.976,625.154,kati2
1073,4692298.186,7511952.400,625.155,kati2
1074,4692300.841,7511954.519,625.151,kati2
1075,4692310.411,7511966.471,625.155,kati2
G1K2Fs10,4692322.515,7511955.116,626.835,
1076,4692328.368,7511959.902,625.145,kati2
1077,4692330.458,7511966.494,625.090,kati2
1078,4692326.454,7511969.595,625.082,kati2
1079,4692318.449,7511976.030,625.090,kati2
1080,4692310.619,7511966.309,625.096,kati2
1081,4692304.846,7511959.442,625.065,kati2
1082,4692299.643,7511950.534,625.013,kati2
1083,4692300.849,7511949.540,624.976,kati2
1084,4692297.677,7511945.521,624.995,kati2
1085,4692294.359,7511943.291,624.942,kati2
1086,4692295.305,7511942.536,624.948,kati2
1087,4692295.079,7511942.264,624.934,kati2
1088,4692296.215,7511941.359,624.962,kati2
1089,4692298.071,7511939.861,624.947,kati2
1090,4692297.484,7511939.112,624.994,kati2
1091,4692303.843,7511933.979,624.987,kati2
1092,4692306.071,7511932.181,624.985,kati2
1093,4692310.942,7511938.258,625.026,kati2
g2k3Fs1,4692306.183,7511965.777,629.765,
1094,4692309.668,7511965.512,627.984,kati3
1095,4692308.613,7511966.339,627.982,kati3
1096,4692309.638,7511967.575,627.978,kati3
1097,4692306.795,7511969.860,627.963,kati3
1098,4692306.545,7511969.574,627.983,kati3
1099,4692299.443,7511975.237,627.982,kati3
1100,4692295.546,7511970.312,628.001,kati3
1101,4692294.844,7511970.830,627.974,kati3
1102,4692292.135,7511967.468,627.987,kati3
1103,4692290.325,7511968.895,627.982,kati3
1104,4692285.896,7511963.363,628.000,kati3
1105,4692292.731,7511955.661,628.007,kati3
1106,4692293.142,7511956.189,628.006,kati3
1107,4692294.962,7511953.893,627.984,kati3
1108,4692295.167,7511954.150,627.991,kati3
1109,4692298.447,7511951.507,627.993,kati3
g1K3Fs22,4692316.678,7511960.435,629.724,
1110,4692319.347,7511975.281,628.075,kati3
1111,4692310.796,7511964.618,628.070,kati3
1112,4692309.734,7511965.494,628.050,kati3
1113,4692309.917,7511965.310,628.018,kati3
1114,4692298.621,7511951.370,628.145,kati3
1115,4692300.855,7511949.572,628.091,kati3
1116,4692297.683,7511945.513,628.086,kati3
1117,4692296.739,7511946.253,628.044,kati3
1118,4692294.383,7511943.269,628.032,kati3
1119,4692295.318,7511942.507,628.038,kati3
1120,4692295.090,7511942.276,628.160,kati3
1121,4692298.082,7511939.822,628.041,kati3
1122,4692297.506,7511939.112,628.079,kati3
1123,4692306.094,7511932.179,628.069,kati3
1124,4692332.378,7511964.946,628.087,kati3
k4-llb-fs1,4692304.364,7511968.247,632.616,
1125,4692299.424,7511975.213,630.981,kati4
1126,4692295.535,7511970.333,631.005,kati4
1127,4692294.113,7511969.911,630.971,kati4
1128,4692292.130,7511967.458,630.978,kati4
1129,4692290.393,7511968.877,630.982,kati4
1130,4692285.903,7511963.353,630.957,kati4
1131,4692293.788,7511956.974,630.969,kati4
1132,4692292.778,7511955.689,630.970,kati4
1133,4692294.920,7511953.908,630.964,kati4
1134,4692295.140,7511954.152,630.968,kati4
1135,4692298.439,7511951.511,630.987,kati4
1136,4692309.677,7511965.499,630.959,kati4
1137,4692308.629,7511966.366,630.965,kati4
1138,4692309.605,7511967.604,630.947,kati4
1139,4692306.812,7511969.861,630.956,kati4
1140,4692306.537,7511969.577,630.958,kati4
g2-k4_fs11,4692303.132,7511969.575,635.591,
1141,4692299.435,7511975.227,633.844,kati5
1142,4692295.531,7511970.311,633.862,kati5
1143,4692294.851,7511970.867,633.826,kati5
1144,4692292.138,7511967.474,633.858,kati5
1145,4692290.392,7511968.896,633.816,kati5
1146,4692285.896,7511963.329,633.866,kati5
1147,4692293.812,7511957.012,633.857,kati5
1148,4692292.729,7511955.655,633.843,kati5
1149,4692294.964,7511953.888,633.834,kati5
1150,4692295.188,7511954.136,633.868,kati5
1151,4692298.454,7511951.507,633.838,kati5
1152,4692309.680,7511965.509,633.833,kati5
1153,4692308.628,7511966.372,633.862,kati5
1154,4692309.612,7511967.604,633.908,kati5
1155,4692306.557,7511969.581,633.866,kati5
1156,4692306.800,7511969.889,633.867,kati5
g1_k4_fs11,4692313.921,7511964.523,632.664,
1157,4692321.331,7511959.750,631.001,AShtylla 13150
1158,4692309.787,7511965.448,630.972,kati4
1159,4692310.787,7511964.624,631.059,kati4
1160,4692298.579,7511951.378,630.936,kati4
1161,4692300.836,7511949.552,631.035,kati4
1162,4692297.657,7511945.521,631.042,kati4
1163,4692296.729,7511946.258,630.987,kati4
1164,4692294.362,7511943.282,630.985,kati4
1165,4692295.310,7511942.527,631.028,kati4
1166,4692295.093,7511942.260,630.975,kati4
1167,4692298.057,7511939.842,631.036,kati4
1168,4692297.495,7511939.108,631.046,kati4
1169,4692306.080,7511932.170,631.063,kati4
1170,4692316.383,7511944.994,631.039,kati4
1171,4692315.630,7511946.995,630.943,kati4
1172,4692332.383,7511964.940,631.041,kati4
1173,4692319.319,7511975.274,631.048,kati4
g2-k6-fs11,4692302.151,7511970.824,638.486,
g2-k5_fs2,4692301.014,7511972.624,638.497,
1174,4692299.462,7511975.249,636.751,kati5
1175,4692295.514,7511970.306,636.792,kati5
1176,4692294.854,7511970.851,636.780,kati5
1177,4692292.147,7511967.482,636.786,kati5
1178,4692290.415,7511968.900,636.765,kati5
1179,4692285.915,7511963.351,636.781,kati5
1180,4692293.775,7511956.978,636.779,kati5
1181,4692292.721,7511955.632,636.771,kati5
1182,4692294.972,7511953.884,636.768,kati5
1183,4692295.181,7511954.134,636.767,kati5
1184,4692298.454,7511951.505,636.783,kati5
1185,4692309.704,7511965.490,636.766,kati5
1186,4692308.627,7511966.347,636.793,kati5
1187,4692309.624,7511967.613,636.800,kati5
1188,4692306.805,7511969.867,636.785,kati5
1189,4692306.553,7511969.567,636.786,kati5
1190,4692299.457,7511975.249,636.755,kati5
g1_k5_st23,4692313.737,7511964.020,635.642,
1191,4692298.569,7511951.421,633.834,kati5
1192,4692300.796,7511954.425,633.858,kati5
1193,4692300.866,7511949.563,633.856,kati5
1194,4692297.657,7511945.501,633.860,kati5
1195,4692296.690,7511946.233,633.868,kati5
1196,4692294.351,7511943.286,633.832,kati5
1197,4692295.313,7511942.535,633.870,kati5
1198,4692295.108,7511942.257,633.897,kati5
1199,4692298.074,7511939.845,633.840,kati5
1200,4692297.482,7511939.098,633.816,kati5
1201,4692306.081,7511932.200,633.863,kati5
1202,4692332.339,7511964.894,633.870,kati5
1203,4692319.318,7511975.241,633.871,kati5
1204,4692310.798,7511964.607,633.865,kati5
1205,4692310.426,7511964.930,633.867,kati5
1206,4692309.743,7511965.449,633.853,kati5
g1_k6_fs2,4692313.267,7511964.972,638.539,
1207,4692319.325,7511975.257,636.771,kati6
1208,4692310.791,7511964.609,636.770,kati6
1209,4692309.860,7511965.361,636.768,kati6
1210,4692298.612,7511951.419,636.775,kati6
1211,4692300.871,7511949.564,636.776,kati6
1212,4692297.683,7511945.505,636.792,kati6
1213,4692296.746,7511946.244,636.787,kati6
1214,4692294.373,7511943.278,636.785,kati6
1215,4692295.287,7511942.534,636.793,kati6
1216,4692295.096,7511942.262,636.743,kati6
1217,4692298.064,7511939.851,636.799,kati6
1218,4692297.472,7511939.114,636.774,kati6
1219,4692306.093,7511932.214,636.797,kati6
1220,4692315.749,7511944.231,636.793,kati6
1221,4692332.283,7511964.826,636.778,kati6
